txn_id,customer_id,store_id,sku_category,txn_type,amount_paid,timestamp
TXN-102829,CUST-10344,STR-001,Paint,purch,109.98,2026-02-19 01:10:06
TXN-102830,CUST-10703,STR-002,Lumber,Purchase,20.81,2026-02-13 00:10:06
TXN-102831,CUST-10304,STR-001,Lumber,PURCHASE,93.28,2026-02-28 16:10:06
TXN-102832,CUST-10710,STR-001,Paint,PURCHASE,20.4,2026-02-27 07:10:06
TXN-102833,CUST-10242,STR-003,Paint,RETURN,65.39,2026-02-04 18:10:06
TXN-102834,CUST-10700,STR-003,Lumber,RETURN,141.0,2026-02-13 07:10:06
TXN-102835,CUST-10759,STR-002,Paint,purch,110.21,2026-02-28 12:10:06
TXN-102836,CUST-10269,STR-001,Hardware,PURCHASE,88.82,2026-02-27 22:10:06
TXN-102837,CUST-10197,STR-002,Lumber,purch,86.93,2026-02-23 02:10:06
TXN-102838,CUST-10526,STR-002,Hardware,Purchase,$49.7,2026-02-21 15:10:06
TXN-102839,CUST-10707,STR-003,Garden,PURCHASE,137.43,2026-03-01 16:10:06
TXN-102840,CUST-10047,STR-002,Paint,Purchase,$149.48,2026-02-14 00:10:06
TXN-102841,CUST-10634,STR-002,Lumber,ret,69.68,2026-02-15 00:10:06
TXN-102842,CUST-10722,STR-003,Garden,Purchase,35.74,2026-03-02 15:10:06
TXN-102843,CUST-10858,STR-004,Lumber,Purchase,148.37,2026-02-22 16:10:06
TXN-102844,CUST-10051,STR-001,Hardware,Purchase,$105.39,2026-02-23 12:10:06
TXN-102845,CUST-10001,STR-003,Hardware,PURCHASE,$38.3,2026-02-12 05:10:06
TXN-102846,CUST-10636,STR-001,Lumber,Purchase,14.15,2026-02-13 08:10:06
TXN-102847,CUST-10089,STR-002,Lumber,Purchase,$101.02,2026-02-23 04:10:06
TXN-102848,CUST-10373,STR-004,Garden,PURCHASE,137.28,2026-02-09 06:10:06
TXN-102849,CUST-10205,STR-002,Lumber,PURCHASE,84.09,2026-02-08 14:10:06
TXN-102850,CUST-10559,STR-002,Paint,Purchase,$48.63,2026-02-05 12:10:06
TXN-102851,CUST-10362,STR-003,Lumber,PURCHASE,137.93,2026-02-11 04:10:06
TXN-102852,CUST-10819,STR-002,Paint,Purchase,$86.22,2026-02-24 01:10:06
TXN-102853,CUST-10100,STR-001,Lumber,purch,$42.31,2026-02-21 08:10:06
TXN-102854,CUST-10389,STR-001,Lumber,Purchase,$44.96,2026-02-27 17:10:06
TXN-102855,CUST-10722,STR-001,Hardware,PURCHASE,103.65,2026-02-13 00:10:06
TXN-102856,CUST-10376,STR-003,Garden,PURCHASE,34.72,2026-02-26 07:10:06
TXN-102857,CUST-10508,STR-001,Garden,PURCHASE,33.06,2026-03-01 11:10:06
TXN-102858,CUST-10330,STR-002,Garden,purch,$123.34,2026-02-25 20:10:06
TXN-102859,CUST-10106,STR-004,Garden,purch,82.12,2026-02-11 04:10:06
TXN-102860,CUST-10152,STR-004,Lumber,PURCHASE,30.54,2026-02-21 00:10:06
TXN-102861,CUST-10183,STR-001,Hardware,PURCHASE,121.62,2026-02-27 05:10:06
TXN-102862,CUST-11000,STR-001,Paint,Purchase,141.56,2026-02-21 10:10:06
TXN-102863,CUST-10863,STR-004,Paint,purch,80.14,2026-03-04 08:10:06
TXN-102864,CUST-10254,STR-002,Hardware,purch,99.43,2026-03-03 04:10:06
TXN-102865,CUST-10823,STR-002,Lumber,purch,$111.02,2026-03-03 10:10:06
TXN-102866,CUST-10879,STR-004,Lumber,PURCHASE,$119.57,2026-02-09 05:10:06
TXN-102867,CUST-10508,STR-002,Paint,Purchase,60.09,2026-02-05 01:10:06
TXN-102868,CUST-10266,STR-004,Paint,Purchase,78.69,2026-02-09 18:10:06
TXN-102869,CUST-10282,STR-002,Paint,purch,113.14,2026-02-04 13:10:06
TXN-102870,CUST-10254,STR-004,Hardware,purch,118.47,2026-02-19 22:10:06
TXN-102871,CUST-10861,STR-002,Paint,Purchase,54.14,2026-03-01 00:10:06
TXN-102872,CUST-10356,STR-003,Paint,Purchase,$147.44,2026-02-05 00:10:06
TXN-102873,CUST-10158,STR-004,Hardware,purch,$15.69,2026-02-12 06:10:06
TXN-102874,CUST-10651,STR-004,Garden,purch,99.76,2026-02-28 04:10:06
TXN-102875,CUST-10321,STR-002,Garden,PURCHASE,10.73,2026-03-01 12:10:06
TXN-102876,CUST-10964,STR-004,Hardware,Purchase,94.63,2026-02-14 03:10:06
TXN-102877,CUST-10383,STR-002,Garden,PURCHASE,95.36,2026-03-01 23:10:06
TXN-102878,CUST-10963,STR-001,Paint,Purchase,40.44,2026-02-14 01:10:06
TXN-102879,CUST-10460,STR-002,Garden,Purchase,62.97,2026-02-08 03:10:06
TXN-102880,CUST-10123,STR-001,Garden,purch,21.47,2026-03-04 02:10:06
TXN-102881,CUST-10422,STR-003,Hardware,purch,106.12,2026-02-14 07:10:06
TXN-102882,CUST-10463,STR-001,Lumber,PURCHASE,60.81,2026-02-25 02:10:06
TXN-102883,CUST-10139,STR-004,Lumber,purch,45.53,2026-02-25 00:10:06
TXN-102884,CUST-10547,STR-004,Hardware,PURCHASE,$143.77,2026-02-09 16:10:06
TXN-102885,CUST-10585,STR-002,Garden,PURCHASE,23.51,2026-02-24 03:10:06
TXN-102886,CUST-10742,STR-003,Lumber,Purchase,81.79,2026-02-16 20:10:06
TXN-102887,CUST-10085,STR-001,Lumber,purch,$123.89,2026-02-06 17:10:06
TXN-102888,CUST-10597,STR-003,Hardware,PURCHASE,25.27,2026-02-11 09:10:06
TXN-102889,CUST-10056,STR-004,Paint,purch,$72.71,2026-02-15 05:10:06
TXN-102890,CUST-10434,STR-003,Garden,purch,$99.65,2026-02-21 11:10:06
TXN-102891,CUST-10408,STR-002,Lumber,purch,76.74,2026-03-02 07:10:06
TXN-102892,CUST-10978,STR-003,Lumber,PURCHASE,$89.98,2026-02-25 09:10:06
TXN-102893,CUST-10170,STR-002,Garden,Purchase,141.06,2026-02-20 21:10:06
TXN-102894,CUST-10745,STR-001,Paint,PURCHASE,88.71,2026-02-03 10:10:06
TXN-102895,CUST-10342,STR-002,Hardware,PURCHASE,$70.12,2026-02-22 21:10:06
TXN-102896,CUST-10171,STR-001,Lumber,PURCHASE,$143.47,2026-02-17 13:10:06
TXN-102897,CUST-10375,STR-003,Lumber,Purchase,124.32,2026-02-27 21:10:06
TXN-102898,CUST-10811,STR-003,Lumber,PURCHASE,96.07,2026-02-06 19:10:06
TXN-102899,CUST-10847,STR-002,Lumber,PURCHASE,$118.18,2026-02-09 21:10:06
TXN-102900,CUST-10265,STR-002,Paint,Purchase,53.97,2026-02-04 04:10:06
TXN-102901,CUST-10420,STR-002,Lumber,PURCHASE,67.0,2026-02-20 09:10:06
TXN-102902,CUST-10079,STR-002,Paint,purch,69.11,2026-02-14 22:10:06
TXN-102903,CUST-10978,STR-002,Lumber,PURCHASE,137.11,2026-03-02 15:10:06
TXN-102904,CUST-10327,STR-003,Lumber,PURCHASE,$20.37,2026-02-14 11:10:06
TXN-102905,CUST-10720,STR-001,Hardware,RETURN,$52.32,2026-02-28 13:10:06
TXN-102906,CUST-10216,STR-004,Lumber,purch,$50.7,2026-02-12 10:10:06
TXN-102907,CUST-10126,STR-003,Hardware,Purchase,145.65,2026-02-05 13:10:06
TXN-102908,CUST-10842,STR-003,Lumber,Purchase,62.05,2026-02-17 01:10:06
TXN-102909,CUST-10227,STR-003,Garden,Purchase,$19.58,2026-03-02 19:10:06
TXN-102910,CUST-10022,STR-003,Garden,Purchase,27.34,2026-02-11 10:10:06
TXN-102911,CUST-10018,STR-001,Lumber,PURCHASE,$101.71,2026-02-17 10:10:06
TXN-102912,CUST-10318,STR-001,Garden,Purchase,$113.49,2026-02-07 02:10:06
TXN-102913,CUST-10186,STR-004,Paint,purch,143.51,2026-02-26 18:10:06
TXN-102914,CUST-10994,STR-001,Garden,purch,142.12,2026-02-14 04:10:06
TXN-102915,CUST-10353,STR-002,Garden,purch,51.86,2026-02-14 19:10:06
TXN-102916,CUST-10608,STR-003,Lumber,PURCHASE,124.34,2026-02-10 18:10:06
TXN-102917,CUST-10412,STR-002,Hardware,Purchase,$71.46,2026-02-26 08:10:06
TXN-102918,CUST-10971,STR-004,Hardware,purch,84.19,2026-03-03 18:10:06
TXN-102919,CUST-10721,STR-003,Garden,PURCHASE,$52.6,2026-02-24 03:10:06
TXN-102920,CUST-10546,STR-004,Paint,PURCHASE,46.28,2026-02-28 22:10:06
TXN-102921,CUST-10741,STR-001,Lumber,PURCHASE,$101.68,2026-02-26 04:10:06
TXN-102922,CUST-10725,STR-002,Garden,RETURN,90.71,2026-02-13 13:10:06
TXN-102923,CUST-10198,STR-001,Garden,Purchase,13.09,2026-02-22 09:10:06
TXN-102924,CUST-10810,STR-004,Lumber,PURCHASE,40.87,2026-02-18 22:10:06
TXN-102925,CUST-10970,STR-004,Lumber,PURCHASE,75.17,2026-02-12 11:10:06
TXN-102926,CUST-10087,STR-001,Paint,Purchase,83.61,2026-02-20 22:10:06
TXN-102927,CUST-10321,STR-001,Paint,PURCHASE,76.91,2026-02-07 09:10:06
TXN-102928,CUST-10380,STR-002,Hardware,purch,37.76,2026-02-12 00:10:06
TXN-102929,CUST-10173,STR-004,Paint,PURCHASE,33.02,2026-02-06 03:10:06
TXN-102930,CUST-10405,STR-003,Garden,purch,114.35,2026-02-09 01:10:06
TXN-102931,CUST-10205,STR-002,Garden,Purchase,52.49,2026-02-04 21:10:06
TXN-102932,CUST-10964,STR-003,Hardware,Purchase,$23.53,2026-02-19 21:10:06
TXN-102933,CUST-10339,STR-001,Garden,Purchase,23.46,2026-02-26 09:10:06
TXN-102934,CUST-10178,STR-001,Garden,PURCHASE,101.56,2026-02-21 08:10:06
TXN-102935,CUST-10624,STR-002,Lumber,purch,96.88,2026-02-04 19:10:06
TXN-102936,CUST-10128,STR-004,Lumber,Purchase,$114.46,2026-02-28 23:10:06
TXN-102937,CUST-10804,STR-002,Garden,purch,88.9,2026-02-19 16:10:06
TXN-102938,CUST-10645,STR-004,Paint,PURCHASE,67.31,2026-02-16 23:10:06
TXN-102939,CUST-10668,STR-001,Lumber,Purchase,123.45,2026-03-02 04:10:06
TXN-102940,CUST-10840,STR-003,Lumber,Purchase,$73.83,2026-02-13 04:10:06
TXN-102941,CUST-10216,STR-001,Hardware,purch,$60.7,2026-02-10 21:10:06
TXN-102942,CUST-10899,STR-004,Garden,purch,$106.75,2026-02-05 23:10:06
TXN-102943,CUST-10174,STR-001,Garden,PURCHASE,$64.92,2026-02-27 06:10:06
TXN-102944,CUST-10794,STR-002,Paint,Purchase,33.12,2026-02-19 00:10:06
TXN-102945,CUST-10290,STR-002,Hardware,purch,$64.38,2026-02-16 14:10:06
TXN-102946,CUST-10113,STR-002,Hardware,Purchase,$59.37,2026-02-04 15:10:06
TXN-102947,CUST-10667,STR-003,Lumber,PURCHASE,128.11,2026-02-24 10:10:06
TXN-102948,CUST-10235,STR-001,Lumber,purch,57.6,2026-02-26 14:10:06
TXN-102949,CUST-10910,STR-003,Garden,Purchase,$100.58,2026-02-16 07:10:06
TXN-102950,CUST-10450,STR-002,Hardware,purch,59.39,2026-02-09 23:10:06
TXN-102951,CUST-10693,STR-003,Garden,Purchase,84.98,2026-02-13 00:10:06
TXN-102952,CUST-10153,STR-004,Paint,purch,73.41,2026-02-16 20:10:06
TXN-102953,CUST-10933,STR-002,Hardware,PURCHASE,94.74,2026-02-26 07:10:06
TXN-102954,CUST-10153,STR-002,Garden,PURCHASE,$41.16,2026-02-09 12:10:06
TXN-102955,CUST-10518,STR-003,Lumber,PURCHASE,$23.59,2026-02-25 13:10:06
TXN-102956,CUST-10865,STR-003,Garden,Purchase,$108.16,2026-02-05 10:10:06
TXN-102957,CUST-10520,STR-001,Paint,PURCHASE,32.44,2026-02-16 15:10:06
TXN-102958,CUST-10026,STR-002,Lumber,ret,28.23,2026-02-23 04:10:06
TXN-102959,CUST-10240,STR-001,Garden,purch,$76.97,2026-02-10 07:10:06
TXN-102960,CUST-10715,STR-004,Garden,Purchase,$50.08,2026-02-25 03:10:06
TXN-102961,CUST-10954,STR-001,Hardware,PURCHASE,36.63,2026-02-09 07:10:06
TXN-102962,CUST-10146,STR-004,Lumber,purch,27.38,2026-03-03 03:10:06
TXN-102963,CUST-10033,STR-004,Hardware,Purchase,109.41,2026-02-19 17:10:06
TXN-102964,CUST-10472,STR-003,Lumber,Purchase,72.6,2026-02-15 13:10:06
TXN-102965,CUST-10133,STR-004,Hardware,PURCHASE,54.4,2026-02-13 01:10:06
TXN-102966,CUST-10085,STR-002,Paint,Purchase,$83.81,2026-02-22 09:10:06
TXN-102967,CUST-10236,STR-004,Hardware,PURCHASE,$105.0,2026-02-20 20:10:06
TXN-102968,,STR-004,Paint,purch,148.71,2026-02-05 17:10:06
TXN-102969,CUST-10633,STR-001,Hardware,purch,88.06,2026-02-26 02:10:06
TXN-102970,CUST-10819,STR-003,Hardware,PURCHASE,95.56,2026-02-16 19:10:06
TXN-102971,CUST-10826,STR-004,Paint,purch,$74.18,2026-02-25 08:10:06
TXN-102972,CUST-10103,STR-003,Lumber,PURCHASE,$64.54,2026-02-16 01:10:06
TXN-102973,CUST-10660,STR-003,Hardware,Purchase,$115.49,2026-02-13 06:10:06
TXN-102974,CUST-10523,STR-004,Lumber,PURCHASE,109.17,2026-02-09 07:10:06
TXN-102975,CUST-10639,STR-004,Lumber,Purchase,$95.88,2026-02-03 22:10:06
TXN-102976,CUST-10380,STR-002,Garden,PURCHASE,18.96,2026-02-18 00:10:06
TXN-102977,CUST-10612,STR-003,Hardware,RETURN,29.07,2026-02-21 12:10:06
TXN-102978,CUST-10776,STR-001,Paint,purch,113.51,2026-02-04 01:10:06
TXN-102979,CUST-10952,STR-001,Hardware,Purchase,46.55,2026-02-15 15:10:06
TXN-102980,CUST-10669,STR-003,Hardware,PURCHASE,117.62,2026-02-28 05:10:06
TXN-102981,CUST-10705,STR-001,Paint,Purchase,14.15,2026-02-23 13:10:06
TXN-102982,CUST-10852,STR-001,Lumber,Purchase,133.9,2026-02-21 16:10:06
TXN-102983,CUST-10855,STR-004,Paint,purch,37.63,2026-02-25 10:10:06
TXN-102984,CUST-10254,STR-004,Garden,Purchase,$37.45,2026-02-17 15:10:06
TXN-102985,CUST-10123,STR-001,Paint,purch,108.24,2026-02-16 04:10:06
TXN-102986,CUST-10076,STR-003,Hardware,Purchase,120.33,2026-02-23 10:10:06
TXN-102987,CUST-10442,STR-003,Garden,RETURN,48.07,2026-02-20 05:10:06
TXN-102988,CUST-10041,STR-003,Lumber,purch,$102.21,2026-03-04 17:10:06
TXN-102989,CUST-10481,STR-003,Paint,purch,137.57,2026-02-04 19:10:06
TXN-102990,CUST-10322,STR-002,Lumber,Purchase,$89.95,2026-02-17 01:10:06
TXN-102991,CUST-10505,STR-003,Garden,PURCHASE,$24.0,2026-02-07 08:10:06
TXN-102992,CUST-10244,STR-001,Paint,purch,$136.29,2026-02-14 07:10:06
TXN-102993,CUST-10038,STR-003,Paint,purch,58.1,2026-02-04 12:10:06
TXN-102994,CUST-11000,STR-001,Lumber,PURCHASE,$70.88,2026-02-05 14:10:06
TXN-102995,CUST-10283,STR-001,Garden,Purchase,38.53,2026-02-19 12:10:06
TXN-102996,CUST-10419,STR-002,Hardware,Purchase,141.66,2026-03-01 11:10:06
TXN-102997,CUST-10618,STR-001,Lumber,PURCHASE,136.74,2026-02-16 13:10:06
TXN-102998,CUST-10910,STR-001,Hardware,PURCHASE,40.92,2026-02-14 11:10:06
TXN-102999,CUST-10379,STR-004,Garden,Purchase,$102.99,2026-02-27 19:10:06
TXN-103000,CUST-10084,STR-003,Garden,Purchase,$24.0,2026-02-16 06:10:06
TXN-103001,CUST-10960,STR-002,Lumber,PURCHASE,51.42,2026-02-16 15:10:06
TXN-103002,CUST-10838,STR-004,Garden,Purchase,148.9,2026-02-09 08:10:06
TXN-103003,CUST-10274,STR-003,Hardware,PURCHASE,$70.97,2026-02-28 21:10:06
TXN-103004,CUST-10783,STR-002,Paint,Purchase,$22.11,2026-02-06 14:10:06
TXN-103005,CUST-10792,STR-004,Lumber,PURCHASE,146.17,2026-02-04 18:10:06
TXN-103006,CUST-10143,STR-002,Hardware,purch,131.63,2026-02-18 01:10:06
TXN-103007,CUST-10107,STR-002,Garden,purch,$46.55,2026-02-20 00:10:06
TXN-103008,CUST-10306,STR-001,Lumber,Purchase,145.27,2026-02-20 21:10:06
TXN-103009,CUST-10754,STR-002,Lumber,PURCHASE,$80.15,2026-02-06 06:10:06
TXN-103010,CUST-10983,STR-003,Garden,Purchase,109.97,2026-02-22 13:10:06
TXN-103011,CUST-10443,STR-002,Lumber,Purchase,$39.15,2026-02-12 09:10:06
TXN-103012,CUST-10459,STR-003,Hardware,PURCHASE,76.86,2026-02-16 15:10:06
TXN-103013,CUST-10748,STR-001,Paint,purch,$109.34,2026-03-05 02:10:06
TXN-103014,CUST-10356,STR-003,Lumber,PURCHASE,59.26,2026-03-05 00:10:06
TXN-103015,CUST-10635,STR-004,Garden,purch,18.16,2026-02-13 05:10:06
TXN-103016,CUST-10500,STR-002,Paint,Purchase,$71.46,2026-02-12 06:10:06
TXN-103017,CUST-10755,STR-004,Lumber,purch,134.0,2026-02-19 22:10:06
TXN-103018,CUST-10326,STR-002,Hardware,Purchase,$136.65,2026-02-19 17:10:06
TXN-103019,CUST-10548,STR-004,Hardware,PURCHASE,24.04,2026-02-07 17:10:06
TXN-103020,CUST-10078,STR-003,Lumber,purch,140.92,2026-02-14 06:10:06
TXN-103021,CUST-10020,STR-002,Garden,Purchase,52.93,2026-02-05 20:10:06
TXN-103022,CUST-10192,STR-004,Lumber,Purchase,$95.28,2026-03-02 13:10:06
TXN-103023,CUST-10388,STR-003,Hardware,PURCHASE,$141.53,2026-02-15 15:10:06
TXN-103024,CUST-10094,STR-002,Hardware,Purchase,46.87,2026-02-25 05:10:06
TXN-103025,CUST-10376,STR-001,Lumber,purch,53.22,2026-02-14 10:10:06
TXN-103026,CUST-10018,STR-001,Lumber,PURCHASE,18.11,2026-02-23 04:10:06
TXN-103027,CUST-10013,STR-001,Garden,Purchase,41.62,2026-02-11 03:10:06
TXN-103028,CUST-10498,STR-004,Hardware,purch,52.24,2026-02-09 16:10:06
TXN-103029,CUST-10094,STR-003,Hardware,PURCHASE,86.18,2026-02-25 22:10:06
TXN-103030,CUST-10581,STR-002,Garden,purch,28.48,2026-02-11 15:10:06
TXN-103031,CUST-10977,STR-001,Lumber,purch,14.27,2026-02-22 06:10:06
TXN-103032,CUST-10714,STR-003,Lumber,PURCHASE,$38.65,2026-02-10 09:10:06
TXN-103033,CUST-10040,STR-003,Hardware,Purchase,36.85,2026-02-11 16:10:06
TXN-103034,CUST-10105,STR-002,Hardware,purch,37.11,2026-03-03 05:10:06
TXN-103035,CUST-10074,STR-004,Paint,PURCHASE,75.16,2026-02-05 11:10:06
TXN-103036,CUST-10598,STR-002,Lumber,PURCHASE,108.08,2026-02-21 03:10:06
TXN-103037,CUST-10098,STR-002,Garden,Purchase,73.31,2026-02-18 03:10:06
TXN-103038,CUST-10013,STR-003,Paint,Purchase,$101.76,2026-02-06 07:10:06
TXN-103039,CUST-10173,STR-004,Paint,Purchase,73.6,2026-02-07 06:10:06
TXN-103040,CUST-10256,STR-001,Hardware,purch,68.92,2026-03-04 19:10:06
TXN-103041,CUST-10610,STR-004,Garden,Purchase,64.54,2026-02-24 01:10:06
TXN-103042,CUST-10642,STR-003,Lumber,PURCHASE,$19.12,2026-03-01 01:10:06
TXN-103043,CUST-10386,STR-002,Lumber,PURCHASE,79.19,2026-02-12 04:10:06
TXN-103044,CUST-10983,STR-001,Garden,PURCHASE,47.64,2026-02-15 21:10:06
TXN-103045,CUST-10823,STR-003,Garden,Purchase,87.58,2026-03-02 23:10:06
TXN-103046,CUST-10861,STR-003,Hardware,PURCHASE,32.09,2026-02-24 09:10:06
TXN-103047,CUST-10444,STR-004,Garden,PURCHASE,76.78,2026-02-15 21:10:06
TXN-103048,CUST-10759,STR-001,Paint,ret,130.0,2026-02-10 01:10:06
TXN-103049,CUST-10109,STR-004,Garden,Purchase,112.82,2026-02-15 07:10:06
TXN-103050,CUST-10605,STR-002,Paint,purch,109.02,2026-03-03 11:10:06
TXN-103051,CUST-10830,STR-003,Paint,PURCHASE,$86.34,2026-02-13 01:10:06
TXN-103052,CUST-10804,STR-002,Lumber,Purchase,54.69,2026-02-17 08:10:06
TXN-103053,CUST-10161,STR-004,Hardware,Purchase,$96.91,2026-02-07 08:10:06
TXN-103054,CUST-10288,STR-001,Hardware,purch,24.83,2026-02-19 09:10:06
TXN-103055,CUST-10513,STR-004,Hardware,PURCHASE,71.58,2026-02-11 08:10:06
TXN-103056,CUST-10502,STR-004,Paint,PURCHASE,108.97,2026-02-06 22:10:06
TXN-103057,CUST-10945,STR-004,Hardware,purch,$48.59,2026-03-02 03:10:06
TXN-103058,CUST-10490,STR-004,Lumber,purch,37.56,2026-02-18 18:10:06
TXN-103059,CUST-10162,STR-003,Garden,ret,89.71,2026-03-01 08:10:06
TXN-103060,CUST-10626,STR-004,Garden,Purchase,71.78,2026-02-14 18:10:06
TXN-103061,CUST-10518,STR-004,Paint,PURCHASE,51.92,2026-02-17 09:10:06
TXN-103062,CUST-10352,STR-001,Garden,purch,93.19,2026-03-03 20:10:06
TXN-103063,CUST-10248,STR-004,Lumber,ret,14.78,2026-02-26 07:10:06
TXN-103064,CUST-10569,STR-002,Paint,PURCHASE,117.72,2026-02-08 14:10:06
TXN-103065,CUST-10875,STR-002,Hardware,purch,114.62,2026-02-13 17:10:06
TXN-103066,CUST-10715,STR-004,Hardware,Purchase,$113.93,2026-02-21 04:10:06
TXN-103067,CUST-10679,STR-003,Hardware,Purchase,47.95,2026-02-18 05:10:06
TXN-103068,CUST-10027,STR-004,Paint,PURCHASE,$39.93,2026-02-04 07:10:06
TXN-103069,CUST-10410,STR-004,Hardware,Purchase,$137.61,2026-02-10 08:10:06
TXN-103070,CUST-10308,STR-003,Hardware,PURCHASE,132.04,2026-03-01 16:10:06
TXN-103071,CUST-10618,STR-004,Lumber,purch,83.27,2026-02-13 08:10:06
TXN-103072,CUST-10143,STR-001,Lumber,PURCHASE,19.57,2026-03-04 00:10:06
TXN-103073,CUST-10774,STR-001,Hardware,Purchase,$118.46,2026-02-03 12:10:06
TXN-103074,CUST-10616,STR-001,Hardware,PURCHASE,113.68,2026-02-28 19:10:06
TXN-103075,CUST-10124,STR-002,Lumber,Return,$12.92,2026-02-21 12:10:06
TXN-103076,CUST-10364,STR-003,Garden,Purchase,$49.75,2026-02-04 07:10:06
TXN-103077,CUST-10430,STR-003,Paint,PURCHASE,93.66,2026-02-21 13:10:06
TXN-103078,CUST-10354,STR-002,Lumber,PURCHASE,36.61,2026-02-17 17:10:06
TXN-103079,CUST-10634,STR-001,Hardware,Purchase,117.74,2026-02-05 04:10:06
TXN-103080,CUST-10499,STR-001,Paint,PURCHASE,85.59,2026-02-10 18:10:06
TXN-103081,CUST-10463,STR-003,Hardware,Purchase,44.46,2026-02-17 19:10:06
TXN-103082,CUST-10074,STR-001,Garden,Purchase,134.15,2026-03-05 03:10:06
TXN-103083,CUST-10803,STR-003,Garden,Purchase,92.58,2026-02-19 18:10:06
TXN-103084,CUST-10235,STR-001,Paint,purch,62.82,2026-03-02 10:10:06
TXN-103085,CUST-10152,STR-001,Garden,purch,140.55,2026-02-14 13:10:06
TXN-103086,CUST-10848,STR-003,Lumber,Purchase,111.71,2026-03-03 17:10:06
TXN-103087,CUST-10456,STR-002,Lumber,Purchase,106.21,2026-02-18 04:10:06
TXN-103088,CUST-10914,STR-001,Garden,purch,60.59,2026-02-03 15:10:06
TXN-103089,CUST-10373,STR-002,Lumber,Purchase,$29.61,2026-02-28 04:10:06
TXN-103090,CUST-10545,STR-001,Paint,Purchase,$109.15,2026-02-15 02:10:06
TXN-103091,CUST-10290,STR-002,Hardware,Purchase,25.33,2026-03-01 14:10:06
TXN-103092,CUST-10496,STR-001,Hardware,purch,101.14,2026-02-23 02:10:06
TXN-103093,CUST-10527,STR-004,Lumber,purch,$46.14,2026-02-05 07:10:06
TXN-103094,CUST-10794,STR-001,Garden,Purchase,26.37,2026-02-07 08:10:06
TXN-103095,CUST-10947,STR-001,Garden,PURCHASE,55.46,2026-02-19 20:10:06
TXN-103096,CUST-10292,STR-002,Lumber,PURCHASE,$49.13,2026-02-06 13:10:06
TXN-103097,CUST-10399,STR-001,Lumber,Purchase,129.82,2026-02-04 20:10:06
TXN-103098,CUST-10462,STR-001,Garden,PURCHASE,110.05,2026-02-21 13:10:06
TXN-103099,CUST-10431,STR-003,Lumber,Purchase,$113.21,2026-02-17 17:10:06
TXN-103100,CUST-10181,STR-004,Hardware,purch,$68.15,2026-02-20 11:10:06
TXN-103101,CUST-10693,STR-001,Hardware,Purchase,109.49,2026-02-03 16:10:06
TXN-103102,CUST-10635,STR-001,Paint,purch,127.61,2026-02-18 04:10:06
TXN-103103,CUST-10146,STR-003,Hardware,PURCHASE,23.88,2026-02-12 02:10:06
TXN-103104,CUST-10983,STR-002,Lumber,Purchase,$11.19,2026-03-04 00:10:06
TXN-103105,CUST-10159,STR-004,Lumber,purch,21.43,2026-02-10 10:10:06
TXN-103106,CUST-10331,STR-002,Garden,Purchase,49.15,2026-02-18 18:10:06
TXN-103107,CUST-10621,STR-001,Paint,purch,59.39,2026-02-09 02:10:06
TXN-103108,CUST-10211,STR-001,Lumber,purch,$102.83,2026-02-05 19:10:06
TXN-103109,CUST-10771,STR-003,Garden,PURCHASE,$136.55,2026-02-05 21:10:06
TXN-103110,CUST-10004,STR-004,Lumber,PURCHASE,49.91,2026-03-02 16:10:06
TXN-103111,CUST-10400,STR-004,Hardware,purch,$92.39,2026-02-11 15:10:06
TXN-103112,CUST-10243,STR-003,Paint,PURCHASE,$132.5,2026-02-09 22:10:06
TXN-103113,CUST-10268,STR-003,Hardware,Purchase,58.44,2026-02-28 00:10:06
TXN-103114,CUST-10962,STR-003,Lumber,Purchase,$145.27,2026-02-08 21:10:06
TXN-103115,CUST-10145,STR-001,Paint,purch,65.76,2026-02-19 04:10:06
TXN-103116,CUST-10207,STR-001,Paint,Purchase,$122.35,2026-03-01 07:10:06
TXN-103117,CUST-10194,STR-003,Garden,Purchase,95.69,2026-02-11 15:10:06
TXN-103118,CUST-10219,STR-001,Hardware,PURCHASE,13.56,2026-02-27 04:10:06
TXN-103119,CUST-10248,STR-003,Paint,PURCHASE,$111.3,2026-02-25 16:10:06
TXN-103120,CUST-10384,STR-002,Hardware,PURCHASE,$85.02,2026-02-21 04:10:06
TXN-103121,CUST-10298,STR-004,Hardware,PURCHASE,139.98,2026-02-14 18:10:06
TXN-103122,CUST-10600,STR-001,Paint,purch,$34.78,2026-02-21 21:10:06
TXN-103123,CUST-10857,STR-004,Lumber,Purchase,115.54,2026-02-23 04:10:06
TXN-103124,CUST-10981,STR-004,Lumber,purch,76.19,2026-02-22 20:10:06
TXN-103125,CUST-10677,STR-002,Lumber,PURCHASE,145.62,2026-02-28 08:10:06
TXN-103126,CUST-10365,STR-001,Hardware,purch,$144.03,2026-02-18 11:10:06
TXN-103127,CUST-10996,STR-004,Paint,purch,137.39,2026-02-20 06:10:06
TXN-103128,CUST-10786,STR-003,Lumber,Purchase,99.65,2026-02-25 18:10:06
TXN-103129,CUST-10771,STR-003,Paint,PURCHASE,94.32,2026-02-11 21:10:06
TXN-103130,CUST-10702,STR-001,Lumber,purch,$17.41,2026-02-17 05:10:06
TXN-103131,CUST-10790,STR-004,Garden,Purchase,127.04,2026-02-18 21:10:06
